DRGCode,DRGDef,providertracking,providername,ProviderStreet,cityname,st_abrev,ProviderZip,HospitalReferralRegion,Discharges,AverageCoveredCharges,AverageTotalPayments
330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,17,60107.58824,16772.58824
378,G.I. HEMORRHAGE W CC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,27,40889.44444,6892.740741
379,G.I. HEMORRHAGE W/O CC/MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,14,22215.71429,4907.428571
389,G.I. OBSTRUCTION W CC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,11,52993.36364,8577.181818
390,G.I. OBSTRUCTION W/O CC/MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,12,23161.75,4387
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,25,31855.4,5457
419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,11,32583.18182,8052.454545
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,15,80574.13333,26743.13333
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,92,60847.02174,14383
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,13,57742.92308,12651.23077
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,20,46552.95,10449.95
603,CELLULITIS W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,27,31772.81481,5904.259259
640,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,11,22560.54545,6960.727273
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,27,25785.03704,4717.37037
683,RENAL FAILURE W CC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,19,32203.73684,6979.894737
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,29,35040.96552,5404.862069
870,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,13,178953.9231,35811.76923
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,102,72940.2549,13237.60784
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,28,41798.17857,8758.571429
057,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,23,35616.6087,19239.30435
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,15,45654.73333,24281.06667
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,13,21225.15385,15408.53846
194,SIMPLE PNEUMONIA & PLEURISY W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,37,26148.67568,16055.10811
291,HEART FAILURE & SHOCK W MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,11,51185.18182,31114.90909
292,HEART FAILURE & SHOCK W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,30,26569.3,16916.5
309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,15,21182.06667,12939.26667
313,CHEST PAIN,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,20,15988.25,8985.15
330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,16,118925.5625,61218.3125
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,30,22389.6,12338.6
603,CELLULITIS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,47,22379.12766,14077.34043
638,DIABETES W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,12,33939.25,15731.08333
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,13,32379.15385,14853.30769
683,RENAL FAILURE W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,20,21132.6,15685.55
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,38,22189.92105,13442.10526
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,22,81323.09091,37267.90909
885,PSYCHOSES,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,12,26860.58333,17724
897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,14,41987.71429,18630.92857
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,17,23670.35294,12344.70588
948,SIGNS & SYMPTOMS W/O MCC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,16,22100.0625,11887.1875
101,SEIZURES W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,11,30177.63636,7794.818182
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,15,62801.26667,11485.06667
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,22,52191.22727,9555.954545
193,SIMPLE PNEUMONIA & PLEURISY W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,12,114816.0833,17024.91667
194,SIMPLE PNEUMONIA & PLEURISY W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,24,52643.75,10229.91667
291,HEART FAILURE & SHOCK W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,29,76829.86207,15133.82759
292,HEART FAILURE & SHOCK W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,14,48619.28571,10215.92857
309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,15,34346.66667,8587.333333
313,CHEST PAIN,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,18,34973.05556,5697.277778
378,G.I. HEMORRHAGE W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,11,62603.90909,10714.36364
394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,16,59031.8125,10329.3125
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,17,109988.5882,21576.70588
603,CELLULITIS W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,21,49204.2381,8635.428571
638,DIABETES W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,16,30393.4375,8377.5
640,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,14,59556.14286,11384.14286
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,17,27517.88235,6880.176471
682,RENAL FAILURE W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,14,92016.21429,16507.5
683,RENAL FAILURE W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,30,48212.63333,10314.13333
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,22,37565.31818,7803.227273
812,RED BLOOD CELL DISORDERS W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,13,33657.23077,8210.307692
870,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,17,242549.2353,54301.70588
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,96,99793.25,19420.42708
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,17,52750.64706,11571.17647
885,PSYCHOSES,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,818,19612.17726,9493.292176
064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,36,169408.6111,17659.88889
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,55,85191.76364,8924.872727
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,22,71123.13636,6410.545455
069,TRANSIENT ISCHEMIA,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,36,57571.77778,5787.861111
101,SEIZURES W/O MCC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,16,61504.6875,6011.25
177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,58,184093.8448,18296.89655
