DRGCode,DRGDef,providertracking,providername,ProviderStreet,cityname,st_abrev,ProviderZip,HospitalReferralRegion,Discharges,AverageCoveredCharges,AverageTotalPayments
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,33,12931.09091,4763.090909
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,23,37356.17391,13781.34783
603,CELLULITIS W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,17,9114.823529,4991.882353
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,44,8740,3835.181818
683,RENAL FAILURE W CC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,14,14404.07143,5762.714286
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,58,10928.34483,4321.137931
812,RED BLOOD CELL DISORDERS W/O MCC,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington,13,9751,6948.538462
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,11,17004.09091,6517.454545
069,TRANSIENT ISCHEMIA,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,17,12785.64706,4280.294118
178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,12,29352.25,8599.916667
189,PULMONARY EDEMA & RESPIRATORY FAILURE,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,11,21380.63636,7394
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,29,21935.13793,7004.517241
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,41,18462.04878,5565.731707
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,56,12834.71429,4271.160714
193,SIMPLE PNEUMONIA & PLEURISY W MCC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,12,21556.25,8085.5
194,SIMPLE PNEUMONIA & PLEURISY W CC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,54,19882.77778,5939.148148
195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville,23,13026.30435,4172.043478
